file_no,relative_path,top_folder,sub_folder,country,state,district,year,quarter,row_count_extracted,status,error
1395,aggregated\transaction\country\india\state\mizoram\2022\4.json,aggregated,transaction,India,Mizoram,,2022,4,5,success,
1396,aggregated\transaction\country\india\state\mizoram\2023\1.json,aggregated,transaction,India,Mizoram,,2023,1,5,success,
1397,aggregated\transaction\country\india\state\mizoram\2023\2.json,aggregated,transaction,India,Mizoram,,2023,2,5,success,
1398,aggregated\transaction\country\india\state\mizoram\2023\3.json,aggregated,transaction,India,Mizoram,,2023,3,5,success,
1399,aggregated\transaction\country\india\state\mizoram\2023\4.json,aggregated,transaction,India,Mizoram,,2023,4,5,success,
1400,aggregated\transaction\country\india\state\mizoram\2024\1.json,aggregated,transaction,India,Mizoram,,2024,1,5,success,
1401,aggregated\transaction\country\india\state\mizoram\2024\2.json,aggregated,transaction,India,Mizoram,,2024,2,5,success,
1402,aggregated\transaction\country\india\state\mizoram\2024\3.json,aggregated,transaction,India,Mizoram,,2024,3,5,success,
1403,aggregated\transaction\country\india\state\mizoram\2024\4.json,aggregated,transaction,India,Mizoram,,2024,4,5,success,
1404,aggregated\transaction\country\india\state\nagaland\2018\1.json,aggregated,transaction,India,Nagaland,,2018,1,5,success,
1405,aggregated\transaction\country\india\state\nagaland\2018\2.json,aggregated,transaction,India,Nagaland,,2018,2,5,success,
1406,aggregated\transaction\country\india\state\nagaland\2018\3.json,aggregated,transaction,India,Nagaland,,2018,3,5,success,
1407,aggregated\transaction\country\india\state\nagaland\2018\4.json,aggregated,transaction,India,Nagaland,,2018,4,5,success,
1408,aggregated\transaction\country\india\state\nagaland\2019\1.json,aggregated,transaction,India,Nagaland,,2019,1,5,success,
1409,aggregated\transaction\country\india\state\nagaland\2019\2.json,aggregated,transaction,India,Nagaland,,2019,2,5,success,
1410,aggregated\transaction\country\india\state\nagaland\2019\3.json,aggregated,transaction,India,Nagaland,,2019,3,5,success,
1411,aggregated\transaction\country\india\state\nagaland\2019\4.json,aggregated,transaction,India,Nagaland,,2019,4,5,success,
1412,aggregated\transaction\country\india\state\nagaland\2020\1.json,aggregated,transaction,India,Nagaland,,2020,1,5,success,
1413,aggregated\transaction\country\india\state\nagaland\2020\2.json,aggregated,transaction,India,Nagaland,,2020,2,5,success,
1414,aggregated\transaction\country\india\state\nagaland\2020\3.json,aggregated,transaction,India,Nagaland,,2020,3,5,success,
1415,aggregated\transaction\country\india\state\nagaland\2020\4.json,aggregated,transaction,India,Nagaland,,2020,4,5,success,
1416,aggregated\transaction\country\india\state\nagaland\2021\1.json,aggregated,transaction,India,Nagaland,,2021,1,5,success,
1417,aggregated\transaction\country\india\state\nagaland\2021\2.json,aggregated,transaction,India,Nagaland,,2021,2,5,success,
1418,aggregated\transaction\country\india\state\nagaland\2021\3.json,aggregated,transaction,India,Nagaland,,2021,3,5,success,
1419,aggregated\transaction\country\india\state\nagaland\2021\4.json,aggregated,transaction,India,Nagaland,,2021,4,5,success,
1420,aggregated\transaction\country\india\state\nagaland\2022\1.json,aggregated,transaction,India,Nagaland,,2022,1,5,success,
1421,aggregated\transaction\country\india\state\nagaland\2022\2.json,aggregated,transaction,India,Nagaland,,2022,2,5,success,
1422,aggregated\transaction\country\india\state\nagaland\2022\3.json,aggregated,transaction,India,Nagaland,,2022,3,5,success,
1423,aggregated\transaction\country\india\state\nagaland\2022\4.json,aggregated,transaction,India,Nagaland,,2022,4,5,success,
1424,aggregated\transaction\country\india\state\nagaland\2023\1.json,aggregated,transaction,India,Nagaland,,2023,1,5,success,
1425,aggregated\transaction\country\india\state\nagaland\2023\2.json,aggregated,transaction,India,Nagaland,,2023,2,5,success,
1426,aggregated\transaction\country\india\state\nagaland\2023\3.json,aggregated,transaction,India,Nagaland,,2023,3,5,success,
1427,aggregated\transaction\country\india\state\nagaland\2023\4.json,aggregated,transaction,India,Nagaland,,2023,4,5,success,
1428,aggregated\transaction\country\india\state\nagaland\2024\1.json,aggregated,transaction,India,Nagaland,,2024,1,5,success,
1429,aggregated\transaction\country\india\state\nagaland\2024\2.json,aggregated,transaction,India,Nagaland,,2024,2,5,success,
1430,aggregated\transaction\country\india\state\nagaland\2024\3.json,aggregated,transaction,India,Nagaland,,2024,3,5,success,
1431,aggregated\transaction\country\india\state\nagaland\2024\4.json,aggregated,transaction,India,Nagaland,,2024,4,5,success,
1432,aggregated\transaction\country\india\state\odisha\2018\1.json,aggregated,transaction,India,Odisha,,2018,1,5,success,
1433,aggregated\transaction\country\india\state\odisha\2018\2.json,aggregated,transaction,India,Odisha,,2018,2,5,success,
1434,aggregated\transaction\country\india\state\odisha\2018\3.json,aggregated,transaction,India,Odisha,,2018,3,5,success,
1435,aggregated\transaction\country\india\state\odisha\2018\4.json,aggregated,transaction,India,Odisha,,2018,4,5,success,
1436,aggregated\transaction\country\india\state\odisha\2019\1.json,aggregated,transaction,India,Odisha,,2019,1,5,success,
1437,aggregated\transaction\country\india\state\odisha\2019\2.json,aggregated,transaction,India,Odisha,,2019,2,5,success,
1438,aggregated\transaction\country\india\state\odisha\2019\3.json,aggregated,transaction,India,Odisha,,2019,3,5,success,
1439,aggregated\transaction\country\india\state\odisha\2019\4.json,aggregated,transaction,India,Odisha,,2019,4,5,success,
1440,aggregated\transaction\country\india\state\odisha\2020\1.json,aggregated,transaction,India,Odisha,,2020,1,5,success,
1441,aggregated\transaction\country\india\state\odisha\2020\2.json,aggregated,transaction,India,Odisha,,2020,2,5,success,
1442,aggregated\transaction\country\india\state\odisha\2020\3.json,aggregated,transaction,India,Odisha,,2020,3,5,success,
1443,aggregated\transaction\country\india\state\odisha\2020\4.json,aggregated,transaction,India,Odisha,,2020,4,5,success,
1444,aggregated\transaction\country\india\state\odisha\2021\1.json,aggregated,transaction,India,Odisha,,2021,1,5,success,
1445,aggregated\transaction\country\india\state\odisha\2021\2.json,aggregated,transaction,India,Odisha,,2021,2,5,success,
1446,aggregated\transaction\country\india\state\odisha\2021\3.json,aggregated,transaction,India,Odisha,,2021,3,5,success,
1447,aggregated\transaction\country\india\state\odisha\2021\4.json,aggregated,transaction,India,Odisha,,2021,4,5,success,
1448,aggregated\transaction\country\india\state\odisha\2022\1.json,aggregated,transaction,India,Odisha,,2022,1,5,success,
1449,aggregated\transaction\country\india\state\odisha\2022\2.json,aggregated,transaction,India,Odisha,,2022,2,5,success,
1450,aggregated\transaction\country\india\state\odisha\2022\3.json,aggregated,transaction,India,Odisha,,2022,3,5,success,
1451,aggregated\transaction\country\india\state\odisha\2022\4.json,aggregated,transaction,India,Odisha,,2022,4,5,success,
1452,aggregated\transaction\country\india\state\odisha\2023\1.json,aggregated,transaction,India,Odisha,,2023,1,5,success,
1453,aggregated\transaction\country\india\state\odisha\2023\2.json,aggregated,transaction,India,Odisha,,2023,2,5,success,
1454,aggregated\transaction\country\india\state\odisha\2023\3.json,aggregated,transaction,India,Odisha,,2023,3,5,success,
1455,aggregated\transaction\country\india\state\odisha\2023\4.json,aggregated,transaction,India,Odisha,,2023,4,5,success,
1456,aggregated\transaction\country\india\state\odisha\2024\1.json,aggregated,transaction,India,Odisha,,2024,1,5,success,
1457,aggregated\transaction\country\india\state\odisha\2024\2.json,aggregated,transaction,India,Odisha,,2024,2,5,success,
1458,aggregated\transaction\country\india\state\odisha\2024\3.json,aggregated,transaction,India,Odisha,,2024,3,5,success,
1459,aggregated\transaction\country\india\state\odisha\2024\4.json,aggregated,transaction,India,Odisha,,2024,4,5,success,
1460,aggregated\transaction\country\india\state\puducherry\2018\1.json,aggregated,transaction,India,Puducherry,,2018,1,5,success,
1461,aggregated\transaction\country\india\state\puducherry\2018\2.json,aggregated,transaction,India,Puducherry,,2018,2,5,success,
1462,aggregated\transaction\country\india\state\puducherry\2018\3.json,aggregated,transaction,India,Puducherry,,2018,3,5,success,
1463,aggregated\transaction\country\india\state\puducherry\2018\4.json,aggregated,transaction,India,Puducherry,,2018,4,5,success,
1464,aggregated\transaction\country\india\state\puducherry\2019\1.json,aggregated,transaction,India,Puducherry,,2019,1,5,success,
1465,aggregated\transaction\country\india\state\puducherry\2019\2.json,aggregated,transaction,India,Puducherry,,2019,2,5,success,
1466,aggregated\transaction\country\india\state\puducherry\2019\3.json,aggregated,transaction,India,Puducherry,,2019,3,5,success,
1467,aggregated\transaction\country\india\state\puducherry\2019\4.json,aggregated,transaction,India,Puducherry,,2019,4,5,success,
1468,aggregated\transaction\country\india\state\puducherry\2020\1.json,aggregated,transaction,India,Puducherry,,2020,1,5,success,
1469,aggregated\transaction\country\india\state\puducherry\2020\2.json,aggregated,transaction,India,Puducherry,,2020,2,5,success,
1470,aggregated\transaction\country\india\state\puducherry\2020\3.json,aggregated,transaction,India,Puducherry,,2020,3,5,success,
1471,aggregated\transaction\country\india\state\puducherry\2020\4.json,aggregated,transaction,India,Puducherry,,2020,4,5,success,
1472,aggregated\transaction\country\india\state\puducherry\2021\1.json,aggregated,transaction,India,Puducherry,,2021,1,5,success,
1473,aggregated\transaction\country\india\state\puducherry\2021\2.json,aggregated,transaction,India,Puducherry,,2021,2,5,success,
1474,aggregated\transaction\country\india\state\puducherry\2021\3.json,aggregated,transaction,India,Puducherry,,2021,3,5,success,
1475,aggregated\transaction\country\india\state\puducherry\2021\4.json,aggregated,transaction,India,Puducherry,,2021,4,5,success,
1476,aggregated\transaction\country\india\state\puducherry\2022\1.json,aggregated,transaction,India,Puducherry,,2022,1,5,success,
1477,aggregated\transaction\country\india\state\puducherry\2022\2.json,aggregated,transaction,India,Puducherry,,2022,2,5,success,
1478,aggregated\transaction\country\india\state\puducherry\2022\3.json,aggregated,transaction,India,Puducherry,,2022,3,5,success,
1479,aggregated\transaction\country\india\state\puducherry\2022\4.json,aggregated,transaction,India,Puducherry,,2022,4,5,success,
1480,aggregated\transaction\country\india\state\puducherry\2023\1.json,aggregated,transaction,India,Puducherry,,2023,1,5,success,
1481,aggregated\transaction\country\india\state\puducherry\2023\2.json,aggregated,transaction,India,Puducherry,,2023,2,5,success,
1482,aggregated\transaction\country\india\state\puducherry\2023\3.json,aggregated,transaction,India,Puducherry,,2023,3,5,success,
1483,aggregated\transaction\country\india\state\puducherry\2023\4.json,aggregated,transaction,India,Puducherry,,2023,4,5,success,
1484,aggregated\transaction\country\india\state\puducherry\2024\1.json,aggregated,transaction,India,Puducherry,,2024,1,5,success,
1485,aggregated\transaction\country\india\state\puducherry\2024\2.json,aggregated,transaction,India,Puducherry,,2024,2,5,success,
1486,aggregated\transaction\country\india\state\puducherry\2024\3.json,aggregated,transaction,India,Puducherry,,2024,3,5,success,
1487,aggregated\transaction\country\india\state\puducherry\2024\4.json,aggregated,transaction,India,Puducherry,,2024,4,5,success,
1488,aggregated\transaction\country\india\state\punjab\2018\1.json,aggregated,transaction,India,Punjab,,2018,1,5,success,
1489,aggregated\transaction\country\india\state\punjab\2018\2.json,aggregated,transaction,India,Punjab,,2018,2,5,success,
1490,aggregated\transaction\country\india\state\punjab\2018\3.json,aggregated,transaction,India,Punjab,,2018,3,5,success,
1491,aggregated\transaction\country\india\state\punjab\2018\4.json,aggregated,transaction,India,Punjab,,2018,4,5,success,
1492,aggregated\transaction\country\india\state\punjab\2019\1.json,aggregated,transaction,India,Punjab,,2019,1,5,success,
1493,aggregated\transaction\country\india\state\punjab\2019\2.json,aggregated,transaction,India,Punjab,,2019,2,5,success,
1494,aggregated\transaction\country\india\state\punjab\2019\3.json,aggregated,transaction,India,Punjab,,2019,3,5,success,
1495,aggregated\transaction\country\india\state\punjab\2019\4.json,aggregated,transaction,India,Punjab,,2019,4,5,success,
1496,aggregated\transaction\country\india\state\punjab\2020\1.json,aggregated,transaction,India,Punjab,,2020,1,5,success,
1497,aggregated\transaction\country\india\state\punjab\2020\2.json,aggregated,transaction,India,Punjab,,2020,2,5,success,
1498,aggregated\transaction\country\india\state\punjab\2020\3.json,aggregated,transaction,India,Punjab,,2020,3,5,success,
1499,aggregated\transaction\country\india\state\punjab\2020\4.json,aggregated,transaction,India,Punjab,,2020,4,5,success,
1500,aggregated\transaction\country\india\state\punjab\2021\1.json,aggregated,transaction,India,Punjab,,2021,1,5,success,
1501,aggregated\transaction\country\india\state\punjab\2021\2.json,aggregated,transaction,India,Punjab,,2021,2,5,success,
1502,aggregated\transaction\country\india\state\punjab\2021\3.json,aggregated,transaction,India,Punjab,,2021,3,5,success,
1503,aggregated\transaction\country\india\state\punjab\2021\4.json,aggregated,transaction,India,Punjab,,2021,4,5,success,
1504,aggregated\transaction\country\india\state\punjab\2022\1.json,aggregated,transaction,India,Punjab,,2022,1,5,success,
1505,aggregated\transaction\country\india\state\punjab\2022\2.json,aggregated,transaction,India,Punjab,,2022,2,5,success,
1506,aggregated\transaction\country\india\state\punjab\2022\3.json,aggregated,transaction,India,Punjab,,2022,3,5,success,
1507,aggregated\transaction\country\india\state\punjab\2022\4.json,aggregated,transaction,India,Punjab,,2022,4,5,success,
1508,aggregated\transaction\country\india\state\punjab\2023\1.json,aggregated,transaction,India,Punjab,,2023,1,5,success,
1509,aggregated\transaction\country\india\state\punjab\2023\2.json,aggregated,transaction,India,Punjab,,2023,2,5,success,
1510,aggregated\transaction\country\india\state\punjab\2023\3.json,aggregated,transaction,India,Punjab,,2023,3,5,success,
1511,aggregated\transaction\country\india\state\punjab\2023\4.json,aggregated,transaction,India,Punjab,,2023,4,5,success,
1512,aggregated\transaction\country\india\state\punjab\2024\1.json,aggregated,transaction,India,Punjab,,2024,1,5,success,
1513,aggregated\transaction\country\india\state\punjab\2024\2.json,aggregated,transaction,India,Punjab,,2024,2,5,success,
1514,aggregated\transaction\country\india\state\punjab\2024\3.json,aggregated,transaction,India,Punjab,,2024,3,5,success,
1515,aggregated\transaction\country\india\state\punjab\2024\4.json,aggregated,transaction,India,Punjab,,2024,4,5,success,
